890	asdf	
wavelength	unknown	unknown
190.0000	-0.7225	1.0000
192.0000	-0.8239	1.0000
194.0000	-0.8513	1.0000
196.0000	-0.8982	1.0000
198.0000	-0.9445	1.0000
200.0000	-1.0234	1.0000
202.0000	-1.1563	1.0000
204.0000	-1.3164	1.0000
206.0000	-1.4388	1.0000
208.0000	-1.5531	1.0000
210.0000	-1.5901	1.0000
212.0000	-1.5888	1.0000
214.0000	-1.5752	1.0000
216.0000	-1.5633	1.0000
218.0000	-1.5587	1.0000
220.0000	-1.6083	1.0000
222.0000	-1.6682	1.0000
224.0000	-1.7590	1.0000
226.0000	-1.8467	1.0000
228.0000	-1.9436	1.0000
230.0000	-2.0120	1.0000
232.0000	-2.0963	1.0000
234.0000	-2.0997	1.0000
236.0000	-2.0930	1.0000
238.0000	-2.0664	1.0000
240.0000	-2.0300	1.0000
242.0000	-1.9965	1.0000
244.0000	-1.9648	1.0000
246.0000	-1.9685	1.0000
248.0000	-1.9516	1.0000
250.0000	-1.8012	1.0000
252.0000	-1.1003	1.0000
254.0000	-0.4742	1.0000
256.0000	-0.1150	1.0000
258.0000	0.0900	1.0000
260.0000	0.2145	1.0000
262.0000	0.2989	1.0000
264.0000	0.3645	1.0000
266.0000	0.4167	1.0000
268.0000	0.4578	1.0000
270.0000	0.4924	1.0000
272.0000	0.5175	1.0000
274.0000	0.5381	1.0000
276.0000	0.5531	1.0000
278.0000	0.5662	1.0000
280.0000	0.5769	1.0000
282.0000	0.5834	1.0000
284.0000	0.5887	1.0000
286.0000	0.5914	1.0000
288.0000	0.5921	1.0000
290.0000	0.5880	1.0000
292.0000	0.5917	1.0000
294.0000	0.5903	1.0000
296.0000	0.5671	1.0000
298.0000	0.5274	1.0000
300.0000	0.4953	1.0000
302.0000	0.4732	1.0000
304.0000	0.4545	1.0000
306.0000	0.4405	1.0000
308.0000	0.4306	1.0000
310.0000	0.4251	1.0000
312.0000	0.4231	1.0000
314.0000	0.4237	1.0000
316.0000	0.4251	1.0000
318.0000	0.4274	1.0000
320.0000	0.4295	1.0000
322.0000	0.4323	1.0000
324.0000	0.4361	1.0000
326.0000	0.4393	1.0000
328.0000	0.4417	1.0000
330.0000	0.4422	1.0000
332.0000	0.4401	1.0000
334.0000	0.4362	1.0000
336.0000	0.4313	1.0000
338.0000	0.4267	1.0000
340.0000	0.4237	1.0000
342.0000	0.4211	1.0000
344.0000	0.4193	1.0000
346.0000	0.4179	1.0000
348.0000	0.4171	1.0000
350.0000	0.4167	1.0000
352.0000	0.4157	1.0000
354.0000	0.4156	1.0000
356.0000	0.4153	1.0000
358.0000	0.4152	1.0000
360.0000	0.4154	1.0000
362.0000	0.4153	1.0000
364.0000	0.4161	1.0000
366.0000	0.4029	1.0000
368.0000	0.4163	1.0000
370.0000	0.4175	1.0000
372.0000	0.4181	1.0000
374.0000	0.4187	1.0000
376.0000	0.4183	1.0000
378.0000	0.4184	1.0000
380.0000	0.4195	1.0000
382.0000	0.4175	1.0000
384.0000	0.4171	1.0000
386.0000	0.4198	1.0000
388.0000	0.4206	1.0000
390.0000	0.4199	1.0000
392.0000	0.4204	1.0000
394.0000	0.4190	1.0000
396.0000	0.4205	1.0000
398.0000	0.4206	1.0000
400.0000	0.4193	1.0000
402.0000	0.4188	1.0000
404.0000	0.4204	1.0000
406.0000	0.4205	1.0000
408.0000	0.4205	1.0000
410.0000	0.4198	1.0000
412.0000	0.4194	1.0000
414.0000	0.4186	1.0000
416.0000	0.4197	1.0000
418.0000	0.4200	1.0000
420.0000	0.4195	1.0000
422.0000	0.4194	1.0000
424.0000	0.4191	1.0000
426.0000	0.4197	1.0000
428.0000	0.4200	1.0000
430.0000	0.4209	1.0000
432.0000	0.4210	1.0000
434.0000	0.4212	1.0000
436.0000	0.4208	1.0000
438.0000	0.4211	1.0000
440.0000	0.4200	1.0000
442.0000	0.4217	1.0000
444.0000	0.4220	1.0000
446.0000	0.4225	1.0000
448.0000	0.4227	1.0000
450.0000	0.4238	1.0000
452.0000	0.4234	1.0000
454.0000	0.4248	1.0000
456.0000	0.4253	1.0000
458.0000	0.4261	1.0000
460.0000	0.4261	1.0000
462.0000	0.4262	1.0000
464.0000	0.4267	1.0000
466.0000	0.4294	1.0000
468.0000	0.4310	1.0000
470.0000	0.4295	1.0000
472.0000	0.4281	1.0000
474.0000	0.4300	1.0000
476.0000	0.4313	1.0000
478.0000	0.4314	1.0000
480.0000	0.4319	1.0000
482.0000	0.4337	1.0000
484.0000	0.4461	1.0000
486.0000	0.6403	1.0000
488.0000	0.4483	1.0000
490.0000	0.4351	1.0000
492.0000	0.4340	1.0000
494.0000	0.4361	1.0000
496.0000	0.4364	1.0000
498.0000	0.4344	1.0000
500.0000	0.4353	1.0000
502.0000	0.4365	1.0000
504.0000	0.4349	1.0000
506.0000	0.4371	1.0000
508.0000	0.4368	1.0000
510.0000	0.4361	1.0000
512.0000	0.4366	1.0000
514.0000	0.4376	1.0000
516.0000	0.4374	1.0000
518.0000	0.4362	1.0000
520.0000	0.4374	1.0000
522.0000	0.4386	1.0000
524.0000	0.4390	1.0000
526.0000	0.4382	1.0000
528.0000	0.4380	1.0000
530.0000	0.4395	1.0000
532.0000	0.4393	1.0000
534.0000	0.4404	1.0000
536.0000	0.4420	1.0000
538.0000	0.4426	1.0000
540.0000	0.4437	1.0000
542.0000	0.4448	1.0000
544.0000	0.4458	1.0000
546.0000	0.4462	1.0000
548.0000	0.4503	1.0000
550.0000	0.4506	1.0000
552.0000	0.4525	1.0000
554.0000	0.4516	1.0000
556.0000	0.4547	1.0000
558.0000	0.4569	1.0000
560.0000	0.4585	1.0000
562.0000	0.4591	1.0000
564.0000	0.4600	1.0000
566.0000	0.4605	1.0000
568.0000	0.4616	1.0000
570.0000	0.4724	1.0000
572.0000	0.4878	1.0000
574.0000	0.5105	1.0000
576.0000	0.5557	1.0000
578.0000	0.6192	1.0000
580.0000	0.6799	1.0000
582.0000	0.7314	1.0000
584.0000	0.6647	1.0000
586.0000	0.5774	1.0000
588.0000	0.5293	1.0000
590.0000	0.5131	1.0000
592.0000	0.5093	1.0000
594.0000	0.5164	1.0000
596.0000	0.5210	1.0000
598.0000	0.5278	1.0000
600.0000	0.5331	1.0000
602.0000	0.5356	1.0000
604.0000	0.5430	1.0000
606.0000	0.5212	1.0000
608.0000	0.5516	1.0000
610.0000	0.5593	1.0000
612.0000	0.5519	1.0000
614.0000	0.5525	1.0000
616.0000	0.5559	1.0000
618.0000	0.5562	1.0000
620.0000	0.5552	1.0000
622.0000	0.5544	1.0000
624.0000	0.5555	1.0000
626.0000	0.5585	1.0000
628.0000	0.5583	1.0000
630.0000	0.5602	1.0000
632.0000	0.5657	1.0000
634.0000	0.5674	1.0000
636.0000	0.5698	1.0000
638.0000	0.5785	1.0000
640.0000	0.5847	1.0000
642.0000	0.5862	1.0000
644.0000	0.5962	1.0000
646.0000	0.6056	1.0000
648.0000	0.5996	1.0000
650.0000	0.6263	1.0000
652.0000	0.6279	1.0000
654.0000	0.6736	1.0000
656.0000	1.1671	1.0000
658.0000	0.5574	1.0000
660.0000	0.6007	1.0000
662.0000	0.6252	1.0000
664.0000	0.6285	1.0000
666.0000	0.6247	1.0000
668.0000	0.6419	1.0000
670.0000	0.6107	1.0000
672.0000	0.6182	1.0000
674.0000	0.6235	1.0000
676.0000	0.5873	1.0000
678.0000	0.5768	1.0000
680.0000	0.5754	1.0000
682.0000	0.5420	1.0000
684.0000	0.5216	1.0000
686.0000	0.5188	1.0000
688.0000	0.5043	1.0000
690.0000	0.4793	1.0000
692.0000	0.4569	1.0000
694.0000	0.4520	1.0000
696.0000	0.4663	1.0000
698.0000	0.4457	1.0000
700.0000	0.4324	1.0000
702.0000	0.4334	1.0000
704.0000	0.4215	1.0000
706.0000	0.4519	1.0000
708.0000	0.4283	1.0000
710.0000	0.4415	1.0000
712.0000	0.4327	1.0000
714.0000	0.4304	1.0000
716.0000	0.4122	1.0000
718.0000	0.4319	1.0000
720.0000	0.4076	1.0000
722.0000	0.4103	1.0000
724.0000	0.4199	1.0000
726.0000	0.4181	1.0000
728.0000	0.4170	1.0000
730.0000	0.4272	1.0000
732.0000	0.4152	1.0000
734.0000	0.4260	1.0000
736.0000	0.4182	1.0000
738.0000	0.4098	1.0000
740.0000	0.4154	1.0000
742.0000	0.4194	1.0000
744.0000	0.4132	1.0000
746.0000	0.4182	1.0000
748.0000	0.4148	1.0000
750.0000	0.4265	1.0000
752.0000	0.4029	1.0000
754.0000	0.4139	1.0000
756.0000	0.4161	1.0000
758.0000	0.4064	1.0000
760.0000	0.4027	1.0000
762.0000	0.3864	1.0000
764.0000	0.4288	1.0000
766.0000	0.3892	1.0000
768.0000	0.4460	1.0000
770.0000	0.4109	1.0000
772.0000	0.3928	1.0000
774.0000	0.3893	1.0000
776.0000	0.3952	1.0000
778.0000	0.4245	1.0000
780.0000	0.4125	1.0000
782.0000	0.4174	1.0000
784.0000	0.3965	1.0000
786.0000	0.4062	1.0000
788.0000	0.4122	1.0000
790.0000	0.3832	1.0000
792.0000	0.3985	1.0000
794.0000	0.4397	1.0000
796.0000	0.3724	1.0000
798.0000	0.4171	1.0000
800.0000	0.3958	1.0000
802.0000	0.3942	1.0000
804.0000	0.4124	1.0000
806.0000	0.4358	1.0000
808.0000	0.3997	1.0000
810.0000	0.3874	1.0000
812.0000	0.3926	1.0000
814.0000	0.4261	1.0000
816.0000	0.3914	1.0000
818.0000	0.4047	1.0000
820.0000	0.4202	1.0000
