890	asdf	mg/L
0.0000	0.0000	1.0000	2.0000	3.0000	4.0000	5.0000	0.0000	1.0000	2.0000	3.0000	4.0000	5.0000
190.0000	-0.0019	0.0015	0.0359	0.0322	0.0338	0.0869	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
192.0000	0.0019	0.0208	0.0314	0.0427	0.0281	0.0857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
194.0000	0.0057	0.0189	0.0432	0.0499	0.0525	0.0880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
196.0000	-0.0024	-0.0036	0.0239	0.0316	0.0303	0.0818	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
198.0000	-0.0052	0.0082	0.0255	0.0269	0.0308	0.0700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
200.0000	-0.0145	0.0116	0.0301	0.0425	0.0349	0.0892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
202.0000	0.0017	0.0210	0.0375	0.0590	0.0464	0.0990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
204.0000	0.0004	0.0106	0.0352	0.0347	0.0336	0.0968	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
206.0000	0.0059	0.0280	0.0584	0.0427	0.0574	0.1094	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
208.0000	0.0058	0.0058	0.0350	0.0424	0.0429	0.0946	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
210.0000	0.0024	0.0232	0.0487	0.0788	0.0646	0.1142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
212.0000	0.0073	0.0093	0.0437	0.0651	0.0480	0.1057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
214.0000	0.0170	0.0362	0.0475	0.0530	0.0642	0.1185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
216.0000	0.0089	0.0115	0.0315	0.0591	0.0569	0.1115	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
218.0000	0.0129	0.0293	0.0716	0.0755	0.0704	0.1472	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
220.0000	0.0005	0.0255	0.0554	0.0699	0.0716	0.1284	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
222.0000	0.0029	0.0217	0.0512	0.0684	0.0485	0.1155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
224.0000	-0.0235	0.0154	0.0389	0.0678	0.0678	0.1320	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
226.0000	0.0082	0.0305	0.0489	0.0837	0.0677	0.1267	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
228.0000	0.0019	0.0373	0.0601	0.0656	0.0887	0.1272	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
230.0000	0.0202	0.0471	0.0764	0.1042	0.0895	0.1776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
232.0000	-0.0203	0.0133	0.0469	0.0566	0.0845	0.1224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
234.0000	-0.0014	0.0308	0.0871	0.1017	0.0830	0.1603	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
236.0000	0.0074	0.0264	0.0522	0.0845	0.0886	0.1351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
238.0000	0.0111	0.0351	0.0571	0.0772	0.0868	0.1490	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
240.0000	-0.0098	0.0392	0.0700	0.0919	0.0994	0.1556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
242.0000	0.0015	0.0318	0.0708	0.1122	0.0972	0.1483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
244.0000	0.0104	0.0457	0.0835	0.0853	0.0877	0.1708	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
246.0000	-0.0208	0.0149	0.0533	0.0696	0.0934	0.1553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
248.0000	-0.0087	0.0302	0.0695	0.1009	0.0793	0.1476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
250.0000	0.0020	0.0317	0.0644	0.1017	0.1159	0.1899	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
252.0000	0.0008	0.0224	0.0485	0.0987	0.1244	0.1925	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
254.0000	0.0008	0.0257	0.0480	0.0914	0.1173	0.1857	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
256.0000	0.0001	0.0265	0.0470	0.0860	0.1085	0.1759	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
258.0000	0.0003	0.0272	0.0476	0.0828	0.1024	0.1705	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
260.0000	0.0002	0.0279	0.0488	0.0823	0.1001	0.1691	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
262.0000	0.0000	0.0286	0.0503	0.0833	0.1005	0.1718	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
264.0000	-0.0000	0.0306	0.0538	0.0877	0.1053	0.1801	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
266.0000	0.0000	0.0336	0.0588	0.0952	0.1145	0.1938	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
268.0000	0.0003	0.0375	0.0654	0.1058	0.1276	0.2123	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
270.0000	0.0001	0.0417	0.0723	0.1172	0.1423	0.2327	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
272.0000	0.0001	0.0456	0.0791	0.1289	0.1572	0.2529	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
274.0000	0.0003	0.0499	0.0865	0.1411	0.1734	0.2746	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
276.0000	0.0002	0.0549	0.0952	0.1562	0.1929	0.3010	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
278.0000	0.0003	0.0609	0.1057	0.1741	0.2171	0.3323	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
280.0000	0.0003	0.0674	0.1179	0.1947	0.2447	0.3684	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
282.0000	0.0002	0.0748	0.1311	0.2170	0.2744	0.4069	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
284.0000	0.0002	0.0822	0.1447	0.2404	0.3056	0.4467	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
286.0000	0.0003	0.0900	0.1592	0.2649	0.3384	0.4888	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
288.0000	0.0003	0.0980	0.1743	0.2896	0.3720	0.5315	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
290.0000	0.0003	0.1048	0.1877	0.3112	0.4001	0.5675	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
292.0000	0.0004	0.1079	0.1944	0.3218	0.4138	0.5848	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
294.0000	0.0002	0.1054	0.1920	0.3161	0.4058	0.5747	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
296.0000	0.0004	0.0979	0.1808	0.2962	0.3779	0.5404	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
298.0000	0.0004	0.0866	0.1635	0.2656	0.3362	0.4884	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
300.0000	0.0003	0.0736	0.1426	0.2294	0.2871	0.4265	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
302.0000	0.0003	0.0603	0.1216	0.1927	0.2372	0.3641	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
304.0000	0.0004	0.0483	0.1021	0.1588	0.1910	0.3063	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
306.0000	0.0003	0.0378	0.0848	0.1292	0.1511	0.2559	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
308.0000	0.0004	0.0296	0.0712	0.1056	0.1189	0.2153	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
310.0000	0.0003	0.0236	0.0613	0.0885	0.0954	0.1855	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
312.0000	0.0004	0.0199	0.0548	0.0774	0.0801	0.1659	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
314.0000	0.0004	0.0177	0.0508	0.0706	0.0706	0.1535	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
316.0000	0.0003	0.0163	0.0481	0.0663	0.0643	0.1453	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
318.0000	0.0004	0.0154	0.0463	0.0632	0.0598	0.1394	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
320.0000	0.0002	0.0148	0.0447	0.0608	0.0561	0.1345	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
322.0000	0.0003	0.0144	0.0438	0.0590	0.0536	0.1312	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
324.0000	0.0004	0.0143	0.0429	0.0579	0.0515	0.1285	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
326.0000	0.0004	0.0140	0.0422	0.0567	0.0496	0.1258	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
328.0000	0.0003	0.0133	0.0409	0.0544	0.0464	0.1217	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
330.0000	0.0004	0.0124	0.0387	0.0510	0.0414	0.1154	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
332.0000	0.0003	0.0106	0.0356	0.0457	0.0340	0.1062	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
334.0000	0.0004	0.0086	0.0319	0.0392	0.0252	0.0951	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
336.0000	0.0004	0.0064	0.0280	0.0327	0.0159	0.0833	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
338.0000	0.0004	0.0043	0.0243	0.0263	0.0074	0.0725	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
340.0000	0.0004	0.0027	0.0214	0.0211	0.0002	0.0634	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
342.0000	0.0004	0.0014	0.0190	0.0170	-0.0055	0.0563	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
344.0000	0.0003	0.0004	0.0171	0.0138	-0.0098	0.0505	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
346.0000	0.0004	-0.0002	0.0158	0.0115	-0.0131	0.0463	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
348.0000	0.0004	-0.0006	0.0148	0.0098	-0.0155	0.0433	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
350.0000	0.0004	-0.0011	0.0140	0.0084	-0.0173	0.0407	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
352.0000	0.0003	-0.0014	0.0132	0.0071	-0.0189	0.0384	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
354.0000	0.0004	-0.0015	0.0126	0.0062	-0.0203	0.0365	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
356.0000	0.0003	-0.0019	0.0120	0.0052	-0.0215	0.0348	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
358.0000	0.0004	-0.0019	0.0116	0.0045	-0.0224	0.0334	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
360.0000	0.0004	-0.0021	0.0113	0.0039	-0.0233	0.0321	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
362.0000	0.0003	-0.0021	0.0109	0.0034	-0.0239	0.0311	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
364.0000	0.0004	-0.0021	0.0107	0.0031	-0.0242	0.0306	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
366.0000	0.0003	-0.0024	0.0098	0.0035	-0.0219	0.0286	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
368.0000	0.0003	-0.0018	0.0108	0.0028	-0.0247	0.0302	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
370.0000	0.0003	-0.0019	0.0105	0.0030	-0.0241	0.0297	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
372.0000	0.0003	-0.0018	0.0106	0.0030	-0.0241	0.0300	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
374.0000	0.0004	-0.0015	0.0107	0.0032	-0.0236	0.0303	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
376.0000	0.0004	-0.0015	0.0110	0.0033	-0.0237	0.0306	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
378.0000	0.0004	-0.0013	0.0111	0.0037	-0.0233	0.0310	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
380.0000	0.0003	-0.0013	0.0111	0.0037	-0.0235	0.0313	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
382.0000	0.0003	-0.0011	0.0111	0.0041	-0.0220	0.0311	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
384.0000	0.0003	-0.0008	0.0113	0.0045	-0.0213	0.0317	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
386.0000	0.0003	-0.0007	0.0116	0.0049	-0.0210	0.0326	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
388.0000	0.0003	-0.0005	0.0121	0.0051	-0.0211	0.0335	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
390.0000	0.0003	-0.0004	0.0119	0.0055	-0.0199	0.0335	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
392.0000	0.0004	-0.0002	0.0124	0.0057	-0.0202	0.0345	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
394.0000	0.0003	-0.0002	0.0123	0.0060	-0.0198	0.0345	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
396.0000	0.0002	-0.0001	0.0122	0.0057	-0.0194	0.0338	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
398.0000	0.0004	-0.0002	0.0123	0.0054	-0.0207	0.0340	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
400.0000	0.0005	-0.0002	0.0118	0.0051	-0.0204	0.0326	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
402.0000	0.0003	-0.0006	0.0111	0.0040	-0.0210	0.0309	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
404.0000	0.0004	-0.0008	0.0108	0.0036	-0.0219	0.0298	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
406.0000	0.0004	-0.0010	0.0106	0.0028	-0.0232	0.0288	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
408.0000	0.0003	-0.0012	0.0098	0.0019	-0.0235	0.0270	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
410.0000	0.0003	-0.0014	0.0096	0.0013	-0.0242	0.0260	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
412.0000	0.0003	-0.0014	0.0095	0.0009	-0.0247	0.0253	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
414.0000	0.0004	-0.0016	0.0093	0.0007	-0.0250	0.0248	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
416.0000	0.0003	-0.0016	0.0091	0.0004	-0.0251	0.0244	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
418.0000	0.0004	-0.0014	0.0091	0.0005	-0.0247	0.0243	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
420.0000	0.0004	-0.0014	0.0093	0.0007	-0.0248	0.0247	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
422.0000	0.0003	-0.0013	0.0100	0.0010	-0.0255	0.0258	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
424.0000	0.0004	-0.0012	0.0097	0.0011	-0.0244	0.0253	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
426.0000	0.0003	-0.0010	0.0097	0.0011	-0.0237	0.0252	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
428.0000	0.0003	-0.0010	0.0099	0.0014	-0.0231	0.0261	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
430.0000	0.0003	-0.0008	0.0107	0.0020	-0.0234	0.0275	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
432.0000	0.0004	-0.0005	0.0104	0.0022	-0.0223	0.0268	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
434.0000	0.0003	-0.0005	0.0105	0.0024	-0.0212	0.0275	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
436.0000	0.0003	-0.0005	0.0108	0.0029	-0.0206	0.0280	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
438.0000	0.0004	-0.0002	0.0112	0.0034	-0.0201	0.0289	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
440.0000	0.0003	-0.0000	0.0114	0.0037	-0.0194	0.0294	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
442.0000	0.0003	0.0002	0.0118	0.0044	-0.0184	0.0306	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
444.0000	0.0003	0.0004	0.0120	0.0048	-0.0177	0.0313	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
446.0000	0.0004	0.0007	0.0123	0.0053	-0.0169	0.0319	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
448.0000	0.0003	0.0008	0.0125	0.0057	-0.0160	0.0326	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
450.0000	0.0004	0.0012	0.0130	0.0065	-0.0148	0.0337	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
452.0000	0.0002	0.0013	0.0132	0.0068	-0.0137	0.0342	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
454.0000	0.0003	0.0016	0.0136	0.0073	-0.0130	0.0355	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
456.0000	0.0003	0.0019	0.0142	0.0081	-0.0120	0.0367	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
458.0000	0.0003	0.0021	0.0147	0.0089	-0.0114	0.0381	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
460.0000	0.0004	0.0024	0.0152	0.0095	-0.0107	0.0394	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
462.0000	0.0002	0.0026	0.0154	0.0098	-0.0096	0.0397	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
464.0000	0.0003	0.0029	0.0160	0.0109	-0.0084	0.0416	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
466.0000	0.0003	0.0033	0.0168	0.0114	-0.0080	0.0430	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
468.0000	0.0003	0.0036	0.0170	0.0120	-0.0071	0.0440	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
470.0000	0.0003	0.0039	0.0169	0.0123	-0.0054	0.0439	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
472.0000	0.0004	0.0038	0.0172	0.0130	-0.0042	0.0451	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
474.0000	0.0002	0.0042	0.0179	0.0137	-0.0038	0.0468	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
476.0000	0.0003	0.0046	0.0186	0.0147	-0.0026	0.0483	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
478.0000	0.0003	0.0048	0.0188	0.0152	-0.0016	0.0491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
480.0000	0.0002	0.0050	0.0192	0.0160	-0.0003	0.0506	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
482.0000	0.0004	0.0055	0.0200	0.0168	0.0005	0.0521	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
484.0000	0.0003	0.0056	0.0200	0.0177	0.0021	0.0535	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
486.0000	0.0005	0.0075	0.0221	0.0198	0.0040	0.0578	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
488.0000	0.0003	0.0066	0.0218	0.0189	0.0019	0.0564	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
490.0000	0.0003	0.0066	0.0216	0.0193	0.0042	0.0567	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
492.0000	0.0003	0.0064	0.0215	0.0197	0.0051	0.0572	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
494.0000	0.0003	0.0069	0.0221	0.0203	0.0060	0.0582	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
496.0000	0.0003	0.0067	0.0221	0.0208	0.0069	0.0590	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
498.0000	0.0003	0.0070	0.0224	0.0210	0.0067	0.0594	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
500.0000	0.0003	0.0072	0.0228	0.0212	0.0070	0.0600	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
502.0000	0.0003	0.0073	0.0228	0.0213	0.0073	0.0606	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
